Estacion,Latitud,Longitud,clipped_Hansen_GFC-2022-v1.10_lossyear_10N_080W,clipped_Hansen_GFC-2022-v1.10_treecover2000_10N_080W,resampled_clipped_wc2.1_30s_bio_1,resampled_clipped_wc2.1_30s_bio_10,resampled_clipped_wc2.1_30s_bio_11,resampled_clipped_wc2.1_30s_bio_12,resampled_clipped_wc2.1_30s_bio_13,resampled_clipped_wc2.1_30s_bio_14,resampled_clipped_wc2.1_30s_bio_15,resampled_clipped_wc2.1_30s_bio_16,resampled_clipped_wc2.1_30s_bio_17,resampled_clipped_wc2.1_30s_bio_18,resampled_clipped_wc2.1_30s_bio_19,resampled_clipped_wc2.1_30s_bio_2,resampled_clipped_wc2.1_30s_bio_3,resampled_clipped_wc2.1_30s_bio_4,resampled_clipped_wc2.1_30s_bio_5,resampled_clipped_wc2.1_30s_bio_6,resampled_clipped_wc2.1_30s_bio_7,resampled_clipped_wc2.1_30s_bio_8,resampled_clipped_wc2.1_30s_bio_9,resampled_clipped_wc2.1_30s_elev
TA11,5.248777777777778,-76.1275,0,95,15.220833,15.400001,14.966666,2248.0,309.0,82.0,38.576023,771.0,316.0,649.0,771.0,7.1749997,89.68751,19.593414,19.3,11.3,7.999999,14.966666,15.316667,2228
TA12,5.251166666666666,-76.10408333333332,0,90,16.629166,16.866667,16.366667,2140.0,289.0,83.0,37.20048,745.0,323.0,602.0,745.0,7.408333,90.345535,20.830303,20.8,12.6,8.199999,16.366667,16.733334,1984
TA13,5.253777777777778,-76.10866666666666,0,99,14.575,14.75,14.333333,1992.0,260.0,82.0,36.895878,667.0,308.0,595.0,667.0,7.2166667,90.20832,19.128756,18.7,10.7,8.000001,14.333333,14.666666,2360
TA14,5.257611111111111,-76.11013888888888,0,90,14.575,14.75,14.333333,1992.0,260.0,82.0,36.895878,667.0,308.0,595.0,667.0,7.2166667,90.20832,19.128756,18.7,10.7,8.000001,14.333333,14.666666,2360
TA15,5.256888888888889,-76.1121111111111,0,90,14.575,14.75,14.333333,1992.0,260.0,82.0,36.895878,667.0,308.0,595.0,667.0,7.2166667,90.20832,19.128756,18.7,10.7,8.000001,14.333333,14.666666,2360
TA16,5.256194444444445,-76.11355555555555,0,90,14.575,14.75,14.333333,1992.0,260.0,82.0,36.895878,667.0,308.0,595.0,667.0,7.2166667,90.20832,19.128756,18.7,10.7,8.000001,14.333333,14.666666,2360
TA01_1,5.22388542745007,-76.07804003964577,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA01_2,5.224508772224742,-76.07835764967228,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA01_3,5.22500346143882,-76.07885233888635,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA01_4,5.225321071465324,-76.07947568366103,0,95,19.620832,19.966667,19.366667,2351.0,306.0,88.0,37.38887,784.0,344.0,720.0,725.0,8.224999,91.388885,24.069817,24.1,15.1,9.0,19.816668,19.766666,1420
TA01_5,5.225430512421943,-76.08016666666666,0,95,19.620832,19.966667,19.366667,2351.0,306.0,88.0,37.38887,784.0,344.0,720.0,725.0,8.224999,91.388885,24.069817,24.1,15.1,9.0,19.816668,19.766666,1420
TA01_6,5.225321071465324,-76.08085764967228,0,95,19.620832,19.966667,19.366667,2351.0,306.0,88.0,37.38887,784.0,344.0,720.0,725.0,8.224999,91.388885,24.069817,24.1,15.1,9.0,19.816668,19.766666,1420
TA01_7,5.22500346143882,-76.08148099444696,0,90,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA01_8,5.224508772224742,-76.08197568366103,0,37,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA01_9,5.22388542745007,-76.08229329368754,0,6,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA01_10,5.223194444444444,-76.08240273464415,0,90,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA01_11,5.222503461438818,-76.08229329368754,0,90,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA01_12,5.221880116664146,-76.08197568366103,0,0,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA01_13,5.221385427450069,-76.08148099444696,0,10,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA01_14,5.221067817423564,-76.08085764967228,0,90,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA01_15,5.220958376466945,-76.08016666666666,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA01_16,5.221067817423564,-76.07947568366103,0,90,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA01_17,5.221385427450069,-76.07885233888635,0,90,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA01_18,5.221880116664146,-76.07835764967228,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA01_19,5.222503461438818,-76.07804003964577,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA01_20,5.223194444444444,-76.07793059868916,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA2_1,5.223746538561182,-76.07587337297912,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA2_2,5.224369883335854,-76.07619098300563,0,90,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA2_3,5.224864572549931,-76.0766856722197,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA2_4,5.225182182576436,-76.07730901699438,0,90,19.620832,19.966667,19.366667,2351.0,306.0,88.0,37.38887,784.0,344.0,720.0,725.0,8.224999,91.388885,24.069817,24.1,15.1,9.0,19.816668,19.766666,1420
TA2_5,5.225291623533055,-76.078,0,90,19.620832,19.966667,19.366667,2351.0,306.0,88.0,37.38887,784.0,344.0,720.0,725.0,8.224999,91.388885,24.069817,24.1,15.1,9.0,19.816668,19.766666,1420
TA2_6,5.225182182576436,-76.07869098300563,0,95,19.620832,19.966667,19.366667,2351.0,306.0,88.0,37.38887,784.0,344.0,720.0,725.0,8.224999,91.388885,24.069817,24.1,15.1,9.0,19.816668,19.766666,1420
TA2_7,5.224864572549931,-76.07931432778031,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA2_8,5.224369883335854,-76.07980901699437,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA2_9,5.223746538561182,-76.08012662702089,0,78,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA2_10,5.223055555555556,-76.0802360679775,0,45,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA2_11,5.22236457254993,-76.08012662702089,0,76,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA2_12,5.221741227775258,-76.07980901699437,0,90,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA2_13,5.22124653856118,-76.07931432778031,0,90,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA2_14,5.220928928534676,-76.07869098300563,0,90,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA2_15,5.220819487578057,-76.078,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA2_16,5.220928928534676,-76.07730901699438,0,90,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA2_17,5.22124653856118,-76.0766856722197,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA2_18,5.221741227775258,-76.07619098300563,0,90,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA2_19,5.22236457254993,-76.07587337297912,0,90,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA2_20,5.223055555555556,-76.07576393202251,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_1,5.220663205227848,-76.07715115075689,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_2,5.22128655000252,-76.0774687607834,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_3,5.221781239216598,-76.07796344999747,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_4,5.222098849243102,-76.07858679477215,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_5,5.222208290199721,-76.07927777777778,0,63,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_6,5.222098849243102,-76.0799687607834,0,79,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_7,5.221781239216598,-76.08059210555808,0,90,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_8,5.22128655000252,-76.08108679477215,0,76,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_9,5.220663205227848,-76.08140440479866,0,81,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_10,5.219972222222222,-76.08151384575527,0,87,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_11,5.219281239216596,-76.08140440479866,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_12,5.218657894441924,-76.08108679477215,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_13,5.218163205227847,-76.08059210555808,0,89,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_14,5.217845595201342,-76.0799687607834,0,74,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_15,5.217736154244723,-76.07927777777778,0,75,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_16,5.217845595201342,-76.07858679477215,0,21,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_17,5.218163205227847,-76.07796344999747,0,74,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_18,5.218657894441924,-76.0774687607834,0,90,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_19,5.219281239216596,-76.07715115075689,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA3_20,5.219972222222222,-76.07704170980028,0,95,19.033333,19.383333,18.8,2965.0,416.0,152.0,34.28378,970.0,532.0,875.0,970.0,7.816667,90.89148,23.580935,23.3,14.7,8.599999,18.8,18.983334,1493
TA4_1,5.232940983005626,-76.08979003964578,0,95,18.883333,19.2,18.65,2471.0,299.0,130.0,30.370901,770.0,418.0,709.0,717.0,7.7666664,92.46032,21.881224,23.0,14.6,8.4,19.083334,18.983334,1536
TA4_2,5.233564327780298,-76.09010764967229,0,95,19.8875,20.25,19.6,2871.0,363.0,128.0,31.151634,892.0,474.0,868.0,892.0,8.425,91.57609,25.77216,24.5,15.3,9.2,19.6,20.05,1377
TA4_3,5.234059016994376,-76.09060233888636,0,95,19.8875,20.25,19.6,2871.0,363.0,128.0,31.151634,892.0,474.0,868.0,892.0,8.425,91.57609,25.77216,24.5,15.3,9.2,19.6,20.05,1377
TA4_4,5.234376627020881,-76.09122568366104,0,90,19.8875,20.25,19.6,2871.0,363.0,128.0,31.151634,892.0,474.0,868.0,892.0,8.425,91.57609,25.77216,24.5,15.3,9.2,19.6,20.05,1377
TA4_5,5.2344860679775,-76.09191666666666,0,97,18.754168,19.083334,18.5,3087.0,414.0,163.0,26.5564,921.0,637.0,853.0,885.0,7.725,91.96429,23.204458,22.9,14.5,8.4,18.5,18.666666,1568
TA4_6,5.234376627020881,-76.09260764967229,0,97,18.754168,19.083334,18.5,3087.0,414.0,163.0,26.5564,921.0,637.0,853.0,885.0,7.725,91.96429,23.204458,22.9,14.5,8.4,18.5,18.666666,1568
TA4_7,5.234059016994376,-76.09323099444697,0,95,18.754168,19.083334,18.5,3087.0,414.0,163.0,26.5564,921.0,637.0,853.0,885.0,7.725,91.96429,23.204458,22.9,14.5,8.4,18.5,18.666666,1568
TA4_8,5.233564327780298,-76.09372568366103,0,95,18.754168,19.083334,18.5,3087.0,414.0,163.0,26.5564,921.0,637.0,853.0,885.0,7.725,91.96429,23.204458,22.9,14.5,8.4,18.5,18.666666,1568
TA4_9,5.232940983005626,-76.09404329368755,0,95,18.7875,19.116667,18.55,2605.0,379.0,94.0,35.614826,862.0,458.0,765.0,862.0,7.741667,92.162704,22.373373,22.9,14.5,8.4,18.55,18.9,1544
TA4_10,5.2322500000000005,-76.09415273464415,0,95,18.7875,19.116667,18.55,2605.0,379.0,94.0,35.614826,862.0,458.0,765.0,862.0,7.741667,92.162704,22.373373,22.9,14.5,8.4,18.55,18.9,1544
TA4_11,5.231559016994375,-76.09404329368755,0,95,18.7875,19.116667,18.55,2605.0,379.0,94.0,35.614826,862.0,458.0,765.0,862.0,7.741667,92.162704,22.373373,22.9,14.5,8.4,18.55,18.9,1544
TA4_12,5.230935672219703,-76.09372568366103,0,95,18.7875,19.116667,18.55,2605.0,379.0,94.0,35.614826,862.0,458.0,765.0,862.0,7.741667,92.162704,22.373373,22.9,14.5,8.4,18.55,18.9,1544
TA4_13,5.230440983005625,-76.09323099444697,0,95,18.7875,19.116667,18.55,2605.0,379.0,94.0,35.614826,862.0,458.0,765.0,862.0,7.741667,92.162704,22.373373,22.9,14.5,8.4,18.55,18.9,1544
TA4_14,5.23012337297912,-76.09260764967229,0,93,18.7875,19.116667,18.55,2605.0,379.0,94.0,35.614826,862.0,458.0,765.0,862.0,7.741667,92.162704,22.373373,22.9,14.5,8.4,18.55,18.9,1544
TA4_15,5.230013932022501,-76.09191666666666,0,90,18.7875,19.116667,18.55,2605.0,379.0,94.0,35.614826,862.0,458.0,765.0,862.0,7.741667,92.162704,22.373373,22.9,14.5,8.4,18.55,18.9,1544
TA4_16,5.23012337297912,-76.09122568366104,0,95,18.883333,19.2,18.65,2471.0,299.0,130.0,30.370901,770.0,418.0,709.0,717.0,7.7666664,92.46032,21.881224,23.0,14.6,8.4,19.083334,18.983334,1536
TA4_17,5.230440983005625,-76.09060233888636,0,95,18.883333,19.2,18.65,2471.0,299.0,130.0,30.370901,770.0,418.0,709.0,717.0,7.7666664,92.46032,21.881224,23.0,14.6,8.4,19.083334,18.983334,1536
TA4_18,5.230935672219703,-76.09010764967229,0,90,18.883333,19.2,18.65,2471.0,299.0,130.0,30.370901,770.0,418.0,709.0,717.0,7.7666664,92.46032,21.881224,23.0,14.6,8.4,19.083334,18.983334,1536
TA4_19,5.231559016994375,-76.08979003964578,0,95,18.883333,19.2,18.65,2471.0,299.0,130.0,30.370901,770.0,418.0,709.0,717.0,7.7666664,92.46032,21.881224,23.0,14.6,8.4,19.083334,18.983334,1536
TA4_20,5.2322500000000005,-76.08968059868917,0,95,18.883333,19.2,18.65,2471.0,299.0,130.0,30.370901,770.0,418.0,709.0,717.0,7.7666664,92.46032,21.881224,23.0,14.6,8.4,19.083334,18.983334,1536
TA5_1,5.240913205227848,-76.08995670631245,0,90,19.8875,20.25,19.6,2871.0,363.0,128.0,31.151634,892.0,474.0,868.0,892.0,8.425,91.57609,25.77216,24.5,15.3,9.2,19.6,20.05,1377
TA5_2,5.24153655000252,-76.09027431633896,0,90,19.8875,20.25,19.6,2871.0,363.0,128.0,31.151634,892.0,474.0,868.0,892.0,8.425,91.57609,25.77216,24.5,15.3,9.2,19.6,20.05,1377
TA5_3,5.2420312392165975,-76.09076900555303,0,90,19.9375,20.3,19.683332,3050.0,391.0,150.0,24.573162,934.0,573.0,868.0,934.0,8.458333,91.93839,24.691298,24.6,15.4,9.200001,19.683332,19.883333,1373
TA5_4,5.242348849243102,-76.09139235032771,0,90,19.9375,20.3,19.683332,3050.0,391.0,150.0,24.573162,934.0,573.0,868.0,934.0,8.458333,91.93839,24.691298,24.6,15.4,9.200001,19.683332,19.883333,1373
TA5_5,5.242458290199721,-76.09208333333333,0,90,18.3375,18.633333,18.066666,3066.0,418.0,162.0,31.792627,992.0,555.0,875.0,992.0,7.758333,92.361115,22.676077,22.5,14.1,8.4,18.066666,18.366667,1667
TA5_6,5.242348849243102,-76.09277431633896,0,78,18.3375,18.633333,18.066666,3066.0,418.0,162.0,31.792627,992.0,555.0,875.0,992.0,7.758333,92.361115,22.676077,22.5,14.1,8.4,18.066666,18.366667,1667
TA5_7,5.2420312392165975,-76.09339766111364,0,90,18.3375,18.633333,18.066666,3066.0,418.0,162.0,31.792627,992.0,555.0,875.0,992.0,7.758333,92.361115,22.676077,22.5,14.1,8.4,18.066666,18.366667,1667
TA5_8,5.24153655000252,-76.0938923503277,0,83,18.754168,19.083334,18.5,3087.0,414.0,163.0,26.5564,921.0,637.0,853.0,885.0,7.725,91.96429,23.204458,22.9,14.5,8.4,18.5,18.666666,1568
TA5_9,5.240913205227848,-76.09420996035422,0,78,18.754168,19.083334,18.5,3087.0,414.0,163.0,26.5564,921.0,637.0,853.0,885.0,7.725,91.96429,23.204458,22.9,14.5,8.4,18.5,18.666666,1568
TA5_10,5.240222222222222,-76.09431940131083,0,90,18.754168,19.083334,18.5,3087.0,414.0,163.0,26.5564,921.0,637.0,853.0,885.0,7.725,91.96429,23.204458,22.9,14.5,8.4,18.5,18.666666,1568
TA5_11,5.239531239216596,-76.09420996035422,0,90,18.754168,19.083334,18.5,3087.0,414.0,163.0,26.5564,921.0,637.0,853.0,885.0,7.725,91.96429,23.204458,22.9,14.5,8.4,18.5,18.666666,1568
TA5_12,5.238907894441924,-76.0938923503277,0,90,18.754168,19.083334,18.5,3087.0,414.0,163.0,26.5564,921.0,637.0,853.0,885.0,7.725,91.96429,23.204458,22.9,14.5,8.4,18.5,18.666666,1568
TA5_13,5.238413205227847,-76.09339766111364,0,90,18.754168,19.083334,18.5,3087.0,414.0,163.0,26.5564,921.0,637.0,853.0,885.0,7.725,91.96429,23.204458,22.9,14.5,8.4,18.5,18.666666,1568
TA5_14,5.238095595201342,-76.09277431633896,0,90,18.754168,19.083334,18.5,3087.0,414.0,163.0,26.5564,921.0,637.0,853.0,885.0,7.725,91.96429,23.204458,22.9,14.5,8.4,18.5,18.666666,1568
TA5_15,5.237986154244723,-76.09208333333333,0,90,18.754168,19.083334,18.5,3087.0,414.0,163.0,26.5564,921.0,637.0,853.0,885.0,7.725,91.96429,23.204458,22.9,14.5,8.4,18.5,18.666666,1568
TA5_16,5.238095595201342,-76.09139235032771,0,99,19.8875,20.25,19.6,2871.0,363.0,128.0,31.151634,892.0,474.0,868.0,892.0,8.425,91.57609,25.77216,24.5,15.3,9.2,19.6,20.05,1377
TA5_17,5.238413205227847,-76.09076900555303,0,90,19.8875,20.25,19.6,2871.0,363.0,128.0,31.151634,892.0,474.0,868.0,892.0,8.425,91.57609,25.77216,24.5,15.3,9.2,19.6,20.05,1377
TA5_18,5.238907894441924,-76.09027431633896,0,90,19.8875,20.25,19.6,2871.0,363.0,128.0,31.151634,892.0,474.0,868.0,892.0,8.425,91.57609,25.77216,24.5,15.3,9.2,19.6,20.05,1377
